,AMZN,NFLX,NVDA,FB,WMT,GOOG,DIS,HD,ROKU,AMD,CRM,TWTR,MCD,GM,MPC,SBUX,BABA,MktVal,PctReturns
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,-0.64,0.0,0.34,0.0,0.0,0.0,0.9682352941176471,-0.03176470588235292
2018-01-19,0.0,0.0,-0.664,-0.656,0.0,0.0,0.27,0.0,0.0,0.32,0.0,0.0,-0.056,0.0,0.0,0.0,-0.728,0.8820053979238754,-0.08905882352941175
2018-01-26,0.0,0.0,0.324,0.312,0.0,0.332,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.895909953608793,0.015764705882352903
2018-02-02,0.0,0.0,0.0,0.0,0.0,-0.652,0.0,-0.632,0.0,-0.64,-0.59,0.0,0.0,0.0,0.0,0.28,0.0,0.7781768455874963,-0.13141176470588234
2018-02-09,-0.656,-0.656,0.0,0.0,-0.64,-0.668,-0.63,0.0,0.0,0.0,-0.61,0.4,0.384,0.0,0.0,0.0,0.348,0.6533023494249851,-0.16047058823529414
2018-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.26,0.0,0.36,0.0,0.38,0.0,0.705566537378984,0.08000000000000007
2018-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.692,0.0,0.0,0.2,0.0,0.685146611708957,-0.028941176470588248
2018-03-02,-0.692,0.0,0.0,0.0,0.0,0.0,0.38,0.356,0.0,0.0,-0.74,0.0,0.0,0.38,0.0,-0.5,0.0,0.652259574346927,-0.04799999999999993
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.28,-0.7,0.0,0.0,0.0,0.0,0.649957481731585,-0.003529411764705892
2018-03-16,0.0,0.0,-0.688,0.0,0.0,0.0,0.0,-0.644,0.0,-0.4,0.0,0.0,-0.74,0.0,0.0,-0.68,0.0,0.5294477180599405,-0.1854117647058824
2018-03-23,0.0,0.0,0.0,0.0,-0.18,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,-0.54,0.0,0.4948778964689679,-0.06529411764705884
2018-03-29,0.268,0.284,0.0,0.0,0.0,0.0,0.27,0.052,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.5144983495407376,0.03964705882352937
2018-04-06,0.304,0.0,0.0,0.0,0.0,0.0,0.4,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.5585636199484619,0.08564705882352941
2018-04-13,-0.736,0.0,0.3,0.0,0.0,-0.608,0.36,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5196613066532279,-0.0696470588235295
2018-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5389193433115533,0.03705882352941181
2018-04-27,0.0,0.332,-0.652,0.0,0.0,0.0,0.16,0.0,0.0,0.26,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.5218007288769511,-0.03176470588235292
2018-05-04,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,-0.46,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.4677790063579255,-0.10352941176470587
2018-05-11,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615052643903016,-0.013411764705882345
2018-05-18,0.0,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.04,0.0,0.14,0.32,0.0,0.4873495591961585,0.05600000000000005
2018-05-25,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.34,0.0,0.0,0.0,-0.72,-0.072,-0.68,0.0,-0.6,0.3,0.4273768957939018,-0.12305882352941178
2018-06-01,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42938808118587307,0.004705882352941115
2018-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.0,-0.68,0.0,0.0,0.0,0.3,0.0,0.4101919081446223,-0.04470588235294115
2018-06-15,0.0,0.0,0.0,0.0,-0.06,0.0,0.24,0.0,0.0,0.38,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.4304602141941213,0.049411764705882266
2018-06-22,0.0,0.0,0.0,0.0,0.36,0.0,0.26,0.248,0.0,0.28,0.3,0.34,-0.696,0.0,0.0,0.0,0.0,0.45811095265882606,0.06423529411764717
2018-06-29,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.348,0.0,-0.64,0.0,-0.66,0.0,0.0,0.0,0.34,0.0,0.4442059378604758,-0.030352941176470583
2018-07-06,0.0,0.0,0.284,0.0,0.0,0.0,-0.62,-0.152,0.0,0.0,0.0,0.3,0.296,0.0,0.0,-0.62,0.272,0.4379347952083279,-0.014117647058823568
2018-07-13,0.0,0.0,0.0,0.0,0.26,0.0,0.34,0.0,0.0,0.0,0.0,0.36,0.332,0.38,0.0,0.0,0.316,0.4891474053773959,0.11694117647058833
2018-07-20,0.0,0.0,0.288,0.0,0.36,0.272,0.33,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535472542004314,0.0947058823529412
2018-07-27,0.0,-0.456,0.344,0.0,0.0,0.0,0.28,0.0,0.0,0.36,0.37,-0.64,0.0,0.32,0.2,0.0,0.0,0.5599782853972174,0.04576470588235293
2018-08-03,0.0,0.26,0.0,0.0,0.4,0.268,0.0,0.28,0.0,0.0,-0.37,0.0,0.0,-0.54,0.22,0.22,0.0,0.5842879309632848,0.04341176470588226
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,-0.152,0.0,-0.25,0.0,-0.276,0.5719835145347638,-0.021058823529411796
2018-08-17,0.0,-0.704,-0.672,0.308,0.0,0.0,0.0,0.0,0.0,-0.66,-0.6,-0.14,0.0,0.32,-0.75,0.0,0.0,0.4744771483511317,-0.17047058823529415
2018-08-24,0.0,0.0,0.0,0.328,0.0,0.3,0.0,0.0,-0.14,0.11,0.0,0.0,0.0,0.38,0.2,0.3,0.268,0.5232087425288421,0.1027058823529412
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,-0.68,0.0,-0.7,0.0,-0.68,0.0,0.0,0.0,0.4705800984274115,-0.10058823529411764
2018-09-07,0.0,0.128,0.264,0.324,0.0,0.0,0.0,0.0,-0.62,-0.62,0.0,0.0,0.0,0.24,0.0,0.0,0.384,0.4733482166534551,0.00588235294117645
2018-09-14,0.0,0.0,0.0,0.0,0.26,0.0,0.18,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4925605854470365,0.04058823529411759
2018-09-21,0.0,0.0,-0.724,0.252,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,-0.64,0.0,0.38,0.332,0.4919811024053341,-0.0011764705882353343
2018-09-28,0.0,0.0,-0.58,0.0,0.32,0.0,0.0,-0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.4702181736401099,-0.04423529411764704
2018-10-05,0.0,0.0,-0.68,0.312,0.26,-0.66,0.0,0.104,-0.6,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,-0.008,0.41677926120053976,-0.11364705882352943
2018-10-12,0.0,0.0,0.0,0.276,0.38,0.272,-0.63,-0.688,0.0,0.0,-0.032,0.0,0.072,0.0,0.0,-0.6,0.0,0.3934886554275684,-0.055882352941176605
2018-10-19,0.0,0.0,-0.604,-0.124,0.0,0.0,-0.72,-0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.38,0.36126887846549927,-0.0818823529411764
2018-10-26,0.264,0.0,0.0,0.0,0.0,0.0,0.0,-0.396,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3648390650291583,0.009882352941176453
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.3,0.0,0.0,0.324,0.3723933797874091,0.02070588235294113
2018-11-09,0.0,0.308,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.39929332510381726,0.07223529411764718
2018-11-16,-0.736,0.0,-0.614,-0.62,0.0,-0.652,0.0,0.0,0.0,0.0,0.0,0.0,-0.668,0.0,0.0,0.0,0.0,0.322018322774902,-0.19352941176470595
2018-11-23,-0.72,0.0,-0.652,-0.65,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27348826730729614,-0.15070588235294136
2018-11-30,0.0,0.0,0.0,0.27,0.0,0.044,0.0,-0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777675543133985,0.015647058823529347
2018-12-07,0.0,0.388,0.296,0.27,0.0,0.396,0.3,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.132,0.31106698229520474,0.11988235294117655
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29899026415903796,-0.0388235294117647
2018-12-21,-0.16,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.29891991350864755,-0.0002352941176472223
2018-12-28,0.0,-0.608,0.32,0.36,0.38,0.0,0.35,0.392,0.0,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.37,0.33246927791891223,0.11223529411764699
2019-01-04,0.0,0.0,0.0,-0.32,0.0,0.268,-0.22,-0.392,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.38,-0.64,0.30266438500429915,-0.08964705882352941
2019-01-11,0.312,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2971808184995154,-0.01811764705882346
2019-01-18,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.324,0.31438234352325206,0.057882352941176496
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,-0.652,0.0,0.0,0.0,0.0,0.3,0.0,0.3141604265748827,-0.0007058823529412228
2019-02-01,0.0,0.396,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.236,0.0,0.0,0.0,0.0,0.33655821698716254,0.07129411764705873
2019-02-08,0.268,0.0,0.0,0.0,-0.7,0.0,0.0,-0.704,0.0,0.0,0.0,0.34,-0.504,0.28,0.0,0.28,0.3,0.3278472984298477,-0.02588235294117658
2019-02-15,0.26,0.0,0.0,0.332,0.0,0.364,-0.66,0.392,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,-0.636,0.3342499633168306,0.019529411764705795
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,0.0,0.0,0.0,0.33,0.0,0.3472660501236389,0.03894117647058826
2019-03-01,0.0,0.0,0.0,0.0,0.29,0.0,0.0,-0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3468166469999495,-0.001294117647058779
2019-03-08,0.0,0.28,0.0,0.0,0.0,-0.68,0.31,0.0,-0.19,0.0,0.0,0.0,-0.656,0.0,0.0,0.0,0.188,0.33155671453195174,-0.04400000000000004
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,-0.68,0.0,0.0,-0.088,0.3218830598020783,-0.029176470588235248
2019-03-22,0.0,0.308,0.0,0.256,0.0,0.0,0.35,0.0,0.0,0.36,0.288,0.0,0.264,0.0,0.0,0.0,0.0,0.3564570872843486,0.10741176470588232
