,AMZN,NFLX,NVDA,FB,WMT,GOOG,DIS,HD,ROKU,AMD,CRM,TWTR,MCD,GM,MPC,SBUX,BABA,MktVal,PctReturns
2019-03-29,0.0,0.316,0.0,0.0,0.0,-0.672,0.0,0.0,0.0,-0.64,0.32,-0.6,0.0,0.0,0.0,0.26,0.196,0.33926327483886826,-0.04823529411764704
2019-04-05,0.0,0.0,0.308,0.0,-0.69,0.0,-0.64,0.0,0.0,0.0,0.336,0.32,0.0,0.0,0.0,-0.37,0.316,0.33088147628402564,-0.024705882352941133
2019-04-12,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.0,0.34,0.252,0.34357175408033064,0.0383529411764707
2019-04-18,0.0,0.0,-0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.0,0.3375895635386966,-0.01741176470588246
2019-04-26,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.32,0.0,0.354588190973351,0.05035294117647049
2019-05-03,-0.652,-0.692,-0.7,0.0,0.37,0.0,0.0,-0.696,0.0,0.0,0.0,-0.7,0.256,0.0,0.0,0.0,0.0,0.295893416302821,-0.1655294117647058
2019-05-10,0.324,0.0,0.0,0.272,0.0,0.328,0.0,0.368,0.0,0.0,0.0,0.38,0.332,0.0,0.0,0.0,0.0,0.33077402843640064,0.11788235294117655
2019-05-17,0.0,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,-0.66,0.0,0.0,0.34,0.256,0.0,-0.28,0.0,0.0,0.3164923733262643,-0.04317647058823526
2019-05-24,0.0,0.0,-0.076,0.0,0.0,-0.052,0.0,0.152,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.32215200164927515,0.01788235294117646
2019-05-31,0.0,0.0,0.0,0.38,-0.68,0.0,-0.65,0.0,-0.62,0.0,0.0,0.24,0.0,0.0,0.35,-0.65,0.0,0.2912633097264329,-0.09588235294117653
2019-06-07,0.0,0.0,0.0,-0.268,0.0,0.292,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.28,0.0,-0.06,0.004,0.30099493089846896,0.03341176470588225
2019-06-14,0.0,0.0,0.0,-0.728,0.0,-0.64,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.28651176304700143,-0.0481176470588236
2019-06-21,0.0,0.0,0.0,0.0,0.25,-0.696,0.0,0.0,0.0,0.0,-0.352,0.0,0.26,0.0,-0.6,0.28,0.38,0.2784557264154446,-0.02811764705882347
2019-06-28,0.0,0.104,0.308,0.0,0.25,0.0,0.0,0.308,0.0,0.0,0.0,-0.16,0.0,0.0,0.38,-0.6,0.384,0.29440960156418833,0.05729411764705894
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.32,-0.21,0.0,0.2886945916514717,-0.01941176470588246
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29684596835692506,0.028235294117647136
2019-07-19,0.298,0.0,0.26,0.0,0.0,0.0,-0.65,0.0,0.26,0.0,0.276,0.0,0.38,0.0,0.0,0.0,0.0,0.3112342670584607,0.04847058823529404
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,-0.15,0.0,0.31471276769029055,0.011176470588235343
2019-08-02,0.0,0.0,0.352,0.308,-0.09,0.26,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3361872859562163,0.06823529411764717
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.33,-0.62,0.4,0.34,0.0,0.0,-0.22,0.0,0.0,0.33519849982105093,-0.002941176470588225
2019-08-16,0.0,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.3595299673962966,0.07258823529411762
2019-08-23,0.0,0.0,0.26,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.276,0.28,0.0,0.0,-0.484,0.3804250031485049,0.05811764705882361
2019-08-30,-0.684,0.316,0.0,0.276,0.4,0.0,0.25,0.0,-0.668,0.0,0.0,-0.7,0.0,0.0,0.0,0.38,0.316,0.37787391783327373,-0.006705882352941228
2019-09-06,0.0,0.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.684,0.0,0.0,0.0,0.0,0.0,0.34,-0.7,0.0,0.36071399638813917,-0.045411764705882374
2019-09-13,0.0,-0.644,0.0,0.0,0.39,0.0,0.0,0.0,-0.104,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.0,0.36584886621907625,0.014235294117647124
2019-09-20,0.0,0.356,0.0,-0.716,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.66,0.3572406576021568,-0.02352941176470591
2019-09-27,0.0,0.0,-0.44,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.4,0.0,0.0,0.0,0.0,0.36732745264033534,0.028235294117647136
2019-10-04,0.0,-0.58,0.18,0.0,-0.14,0.0,0.34,-0.7,0.0,0.0,0.204,0.0,0.264,0.0,-0.64,0.0,0.324,0.35116504472416055,-0.04400000000000015
2019-10-11,0.0,0.0,0.0,0.0,0.0,-0.016,0.34,0.0,0.16,0.0,0.0,0.0,0.0,0.36,0.3,0.0,0.352,0.3820675686598867,0.08800000000000008
2019-10-18,0.308,0.252,0.0,0.26,0.37,0.304,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.332,0.43883831445017346,0.1485882352941177
2019-10-25,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.4540685853634442,0.03470588235294114
2019-11-01,0.0,0.0,0.268,0.0,0.06,0.0,0.0,0.24,0.0,-0.06,0.0,0.36,0.0,0.3,0.26,0.0,0.0,0.49221034653397355,0.08400000000000007
2019-11-08,0.0,0.368,0.0,0.0,0.0,0.276,-0.69,-0.332,0.0,-0.6,0.292,0.36,0.0,0.0,0.0,-0.64,0.0,0.4642412174309254,-0.05682352941176472
2019-11-15,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.1,0.0,0.0,0.47287064241375903,0.018588235294117572
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.332,0.24,0.0,0.28,0.22,-0.66,-0.644,0.47353822449716676,0.0014117647058824456
2019-11-29,0.0,0.0,0.0,0.0,0.0,-0.708,0.0,0.0,-0.628,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4474657669601462,-0.05505882352941194
2019-12-06,0.0,0.244,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4346208672968197,-0.028705882352941137
2019-12-13,0.0,-0.652,0.0,-0.604,0.0,0.308,0.0,0.0,0.0,-0.68,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.3761260117453418,-0.13458823529411768
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3916135534054442,0.04117647058823537
2019-12-27,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.36,0.0,0.304,0.0,0.0,0.3,0.0,0.0,0.0,0.4188882855955645,0.0696470588235294
2020-01-03,0.0,0.3,0.276,0.0,0.0,0.0,0.0,-0.548,0.0,0.26,-0.724,0.0,0.0,0.0,0.0,0.3,0.0,0.4155371793108,-0.008000000000000007
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.41993698473879665,0.010588235294117565
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.42586550687628555,0.014117647058823568
2020-01-24,-0.684,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.34,0.344,0.08,0.0,-0.13,-0.024,0.4268174415387149,0.002235294117647113
2020-01-31,0.328,0.0,-0.648,0.0,0.31,0.0,0.0,0.0,0.0,0.26,0.272,0.0,0.0,0.0,0.0,0.0,0.092,0.44223308325076033,0.03611764705882359
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.392,0.0,0.0,-0.2,0.0,0.40862336892370255,-0.07599999999999996
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.4163151029269722,0.018823529411764683
2020-02-21,0.0,0.0,0.0,0.0,-0.75,-0.668,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365916486349107,-0.12105882352941177
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365916486349107,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,0.0,0.352140806863023,-0.037647058823529256
2020-03-13,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,-0.662,-0.63,0.0,0.0,0.0,0.31825243274373444,-0.09623529411764709
2020-03-20,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237563277570673,0.017294117647058904
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3237563277570673,0.0
2020-04-03,0.0,0.344,0.0,-0.616,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3246704632707343,0.002823529411764669
2020-04-09,0.0,0.0,0.0,0.368,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.32596914512381725,0.0040000000000000036
2020-04-17,0.0,0.348,0.0,0.0,0.0,0.317,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.3510304199871601,0.0768823529411764
2020-04-24,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.636,0.3438033231050715,-0.020588235294117685
2020-05-01,0.0,0.0,0.0,0.0,0.4,-0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33907097148115467,-0.01376470588235279
2020-05-08,0.0,0.0,-0.716,0.0,0.0,0.372,0.0,0.0,-0.61,0.0,0.264,0.0,0.0,0.0,0.0,-0.1,0.0,0.32331414398291275,-0.04647058823529415
2020-05-15,0.0,0.006,0.0,-0.704,0.0,0.304,-0.66,0.0,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.3088220629408551,-0.044823529411764707
2020-05-22,0.0,0.342,0.26,0.0,0.0,0.324,0.0,0.0,0.0,0.34,0.0,0.26,0.0,0.0,0.36,0.38,0.268,0.3548547163227449,0.1490588235294117
2020-05-29,0.0,0.29,0.392,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.32,-0.72,0.0,0.0,0.0,0.0,0.0,0.36783822417878886,0.03658823529411759
2020-06-05,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.376,0.28,0.0,-0.6,0.0,0.0,0.0,0.38259502823113795,0.04011764705882359
2020-06-12,0.0,0.0,0.276,0.14,0.0,0.0,0.27,0.0,-0.64,0.35,0.0,0.38,0.392,0.0,0.0,0.0,0.308,0.4158132789175591,0.08682352941176474
2020-06-19,0.0,0.0,0.0,-0.632,0.33,0.0,-0.67,0.212,0.0,0.0,0.336,-0.18,0.0,0.0,0.0,0.0,0.0,0.4010396777136646,-0.03552941176470592
2020-06-26,0.0,0.0,0.032,0.0,0.0,-0.221,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40342232521066934,0.0059411764705883385
2020-07-02,0.0,0.0,0.0,0.0,-0.74,0.0,-0.68,0.0,0.0,-0.54,0.296,0.0,0.384,0.0,0.0,0.0,-0.628,0.3581441018870248,-0.1122352941176471
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,-0.512,0.34,-0.224,0.0,0.0,0.0,0.0,0.3552789490719286,-0.008000000000000007
2020-07-17,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.26,0.38060824826458606,0.07129411764705873
2020-07-24,0.0,0.252,0.34,0.0,0.0,0.0,0.0,0.328,0.352,0.0,0.284,0.0,0.312,0.0,0.0,0.33,0.0,0.4298186558931484,0.12929411764705878
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.312,0.0,-0.38,0.0,0.0,-0.172,0.0,-0.644,0.0,0.0,0.0,0.0,0.4074680857867046,-0.052000000000000046
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.266,0.0,-0.456,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.312,0.4178225689078726,0.025411764705882245
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.35,0.0,0.32,0.0,0.3,0.0,0.28,0.0,0.45660633442179166,0.09282352941176475
2020-08-21,0.0,0.0,0.0,-0.748,0.0,0.0,0.0,0.0,0.0,0.38,-0.684,0.0,0.0,-0.58,0.0,0.0,-0.62,0.3961194247089755,-0.13247058823529412
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.33,0.0,0.34,0.256,0.36,0.0,0.0,0.0,0.43326144606109945,0.09376470588235297
2020-09-04,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.4482471949013304,0.034588235294117586
2020-09-11,0.0,0.33,0.254,0.0,0.28,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48052099293422623,0.07200000000000006
2020-09-18,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.328,-0.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478655440844011,-0.003882352941176448
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,-0.652,0.0,0.0,0.24,0.0,0.0,0.0,-0.45,0.0,0.4631132171177819,-0.03247058823529414
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.45303369415698314,-0.021764705882352908
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.192,-0.22,0.0,0.0,0.0,0.46108170448847774,0.017764705882352905
2020-10-16,0.0,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,-0.62,0.28,0.0,0.27,0.28,0.0,0.4820744832693061,0.04552941176470582
