,KO,COST,MNST,PM,ORCL,WMT,STX,PYPL,SWKS,TXN,QCOM,V,WDC,FFIV,GLW,HPE,HPQ,IBM,JNPR,INTC,MA,MSFT,MU,NTAP,NVDA,AMAT,AKAM,ACN,AMD,CTSH,CSCO,CRM,NKE,MCD,HD,SBUX,TGT,GM,AMZN,DG,LVS,F,EBAY,DHI,YUM,BBY,CZR,EXPE,CMG,MGM,PHM,WYNN,AAL,AXP,MMM,AMGN,BA,CAT,DAL,CVX,JNJ,GS,FDX,JPM,KSU,MRK,NSC,PG,LUV,UNP,UAL,UPS,UNH,VZ,WBA,DIS,MktVal,PctReturns
2016-09-02,-0.64,0.0,0.0,0.0,-0.62,-0.68,0.0,0.0,-0.62,0.0,-0.6,0.0,0.0,-0.56,0.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,-0.6,-0.6,0.0,0.0,0.0,0.0,-0.64,0.28,-0.7,0.0,-0.69,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.26,0.28,0.05,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,-0.53,-0.58,0.3,0.0,1.2091506439466477,-0.08906976744186046
2016-09-09,0.0,0.24,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-0.64,-0.28,0.0,0.0,0.0,0.0,0.28,-0.18,0.0,0.28,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.36,0.32,0.0,0.0,0.0,0.0,0.0,1.2092912428587346,0.000116279069767522
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.4,0.4,0.0,0.39,0.08,0.0,0.0,0.31,0.0,0.24,-0.49,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.05,0.34,0.36,0.28,-0.54,0.0,0.3,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.34,0.32,0.0,0.0,0.36,0.0,0.0,0.31,0.3,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.3,0.0,-0.65,0.0,0.0,0.0,0.36,1.2759428764767626,0.05511627906976746
2016-09-23,0.0,0.36,0.26,-0.63,0.0,0.0,0.0,0.3,0.0,-0.22,0.0,0.0,0.0,0.2,-0.18,0.34,0.16,0.0,0.3,0.0,0.0,0.0,0.0,0.34,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.3,0.36,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.2,0.14,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.08,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.72,0.0,0.0,0.35,0.26,0.0,0.0,1.2959722123284327,0.01569767441860459
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.26,0.0,0.32,0.0,0.34,0.0,-0.38,0.0,0.23,0.34,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.26,-0.21,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.38,0.28,0.0,0.2,0.0,0.0,-0.7,0.0,0.32,0.0,0.0,0.0,0.0,0.37,-0.72,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.25,-0.59,0.0,0.38,0.0,1.3463041563886298,0.03883720930232548
2016-10-07,0.0,0.0,0.0,0.36,0.0,0.0,-0.64,0.0,0.0,-0.64,-0.54,0.4,-0.66,-0.62,0.18,0.0,0.0,0.0,0.0,0.3,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.35,0.25,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-0.62,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,0.38,0.0,0.34,0.26,0.0,0.0,0.38,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3556969760843642,0.006976744186046435
2016-10-14,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,-0.66,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.36,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.28,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,-0.06,-0.18,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,-0.66,1.3821803588729888,0.019534883720930152
2016-10-21,0.0,0.3,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.28,0.0,0.38,0.36,0.0,-0.64,0.38,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.4,0.0,0.0,0.34,0.0,0.0,0.0,-0.52,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41,0.0,0.0,0.0,0.0,-0.4,0.0,0.14,0.0,0.0,0.0,0.0,0.32,0.0,1.4099846846968294,0.02011627906976754
2016-10-28,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,-0.64,0.0,-0.64,0.0,0.0,0.24,0.0,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.27,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.28,0.0,0.0,0.35,0.0,0.0,0.0,0.36,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,-0.4,0.32,0.2,1.3998196788304105,-0.007209302325581368
2016-11-04,0.0,-0.61,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3631964895586846,-0.026162790697674465
2016-11-11,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,-0.64,0.0,0.32,0.26,0.24,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.62,0.34,0.0,0.0,0.0,0.38,-0.72,0.0,-0.59,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.347186856367356,-0.011744186046511507
2016-11-18,0.0,0.0,0.0,0.0,0.24,-0.72,0.0,0.0,0.0,-0.62,0.0,0.16,0.36,0.34,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.28,0.27,-0.42,0.0,0.0,0.0,0.0,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-0.68,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,1.3138204842270946,-0.02476744186046509
2016-11-25,0.0,0.0,0.3,0.28,-0.72,0.0,0.0,-0.62,0.0,-0.72,0.0,0.0,-0.48,0.0,-0.46,0.0,0.26,0.0,0.0,-0.7,-0.62,0.0,-0.72,0.1,0.0,0.0,0.0,-0.66,0.0,0.28,-0.64,0.0,0.16,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.68,0.34,0.0,0.0,-0.62,0.0,0.0,0.0,0.25,0.28,0.0,0.26,0.0,0.25,0.0,0.26,0.35,0.0,-0.7,0.0,-0.7,0.0,0.0,0.31,0.24,0.0,0.0,0.0,0.0,-0.72,-0.1,0.26,0.0,1.2215475106837033,-0.07023255813953488
2016-12-02,0.0,-0.63,0.0,-0.2,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.36,0.0,0.0,-0.18,-0.65,-0.6,0.0,-0.7,-0.68,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.3,-0.68,-0.5,-0.64,-0.74,-0.74,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1184261743166837,-0.0844186046511628
2016-12-09,0.32,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,0.32,0.0,0.32,0.32,0.0,-0.48,0.0,0.0,0.32,0.27,0.0,0.0,0.0,-0.72,0.38,0.0,0.0,0.0,0.3,0.24,0.36,0.28,0.0,0.35,0.0,0.0,0.26,0.0,0.3,0.0,0.0,0.36,0.0,0.3,0.0,-0.6,0.0,0.0,0.0,-0.02,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1595218337450641,0.03674418604651164
2016-12-16,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.29,0.0,0.22,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.27,0.0,-0.66,0.0,0.0,0.0,-0.16,0.14,0.38,0.0,0.0,-0.58,0.0,0.0,0.4,0.0,0.0,0.34,0.38,0.0,0.26,0.0,0.2,0.0,0.38,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,0.28,0.0,1.2077903007777075,0.04162790697674423
2016-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.0,0.0,0.34,-0.12,0.34,0.0,0.0,-0.3,0.31,0.0,0.0,0.37,0.32,0.0,-0.24,0.0,-0.12,0.0,0.37,-0.64,0.24,-0.24,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.24,0.0,0.28,-0.52,0.0,0.38,0.0,0.28,-0.42,0.0,0.28,0.34,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.28,0.0,0.21,1.232788751189153,0.020697674418604706
2016-12-30,0.0,0.16,0.0,0.32,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.26,-0.66,0.0,0.38,0.0,0.36,0.0,0.36,0.0,0.38,-0.68,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.34,-0.56,-0.69,0.0,0.0,-0.28,0.0,0.0,0.0,0.34,0.0,0.0,-0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.34,0.36,0.0,0.15,0.06,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.35,0.27,0.0,0.0,0.0,1.2418196455292596,0.007325581395348779
2017-01-06,0.0,0.26,0.0,0.0,-0.3,0.0,0.32,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.34,0.34,0.39,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.32,0.34,-0.38,0.0,0.0,0.3,0.36,0.0,0.0,0.36,0.0,0.0,0.0,0.34,0.0,0.0,0.32,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.3226823201218625,0.06511627906976747
2017-01-13,0.0,0.0,0.02,-0.62,0.0,0.0,0.4,0.36,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.16,0.0,0.32,0.26,0.0,0.32,0.0,0.26,0.0,-0.6,0.0,0.0,0.36,0.3,0.0,0.26,0.0,0.0,0.0,0.0,-0.58,0.28,0.08,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.64,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.3706680042937254,0.036279069767441774
2017-01-20,0.32,0.0,0.0,-0.26,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.25,0.0,0.0,-0.2,0.0,-0.6,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.37,0.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.34,0.3,0.0,0.33,0.0,-0.44,0.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,-0.72,0.0,-0.03,1.3752900243082045,0.0033720930232559176
2017-01-27,0.26,-0.69,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.3,-0.58,-0.08,0.0,0.0,-0.72,0.0,0.0,0.3,0.24,0.34,0.0,-0.48,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.06,0.0,0.3,0.35,0.0,-0.04,0.0,0.38,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.25,0.37,0.0,0.0,0.38,0.0,0.0,0.29,0.0,0.0,0.0,0.0,-0.7,0.35,0.0,0.0,0.31,1.4143098808118326,0.02837209302325583
2017-02-03,0.0,0.0,0.0,-0.32,0.0,-0.56,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.18,-0.15,0.32,-0.58,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-0.59,-0.64,0.0,0.28,0.26,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.17,0.0,0.0,0.31,0.0,0.25,0.0,0.0,0.0,0.36,0.27,0.3,0.0,0.3,0.0,0.26,0.0,0.36,0.0,0.0,1.4320709816406323,0.012558139534883717
2017-02-10,-0.1,0.0,0.0,0.0,-0.64,-0.2,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,-0.46,0.0,0.26,0.0,0.0,-0.65,0.0,0.12,0.0,0.36,0.0,0.0,0.0,0.0,-0.44,-0.61,-0.14,0.36,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.34,0.0,-0.7,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,0.02,-0.64,0.0,0.0,0.31,-0.6,0.0,0.29,0.0,0.0,-0.68,0.34,0.0,0.0,1.360633952440187,-0.04988372093023252
2017-02-17,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.28,0.0,-0.16,0.0,0.0,0.0,-0.4,0.0,0.34,0.0,0.36,0.0,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.0,-0.34,0.0,0.0,0.28,0.38,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.12,0.0,1.3756642112171427,0.01104651162790704
2017-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.3,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.25,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.36,0.0,0.38,0.0,0.0,0.0,-0.62,0.0,0.0,0.36,-0.6,0.0,0.0,0.04,0.0,0.0,0.28,-0.54,0.0,0.4,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.26,0.28,0.0,1.3923001505155823,0.01209302325581385
2017-03-03,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.38,0.06,0.0,0.0,0.24,0.3,0.0,0.26,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.28,0.22,0.31,-0.66,0.0,0.36,0.0,0.0,0.34,0.3,0.38,0.0,0.0,0.0,-0.62,0.12,0.0,0.0,0.28,0.0,0.0,-0.6,0.0,0.26,-0.36,0.0,0.22,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.08,0.04,0.26,0.0,0.0,0.0,0.23,0.0,0.37,0.0,0.02,0.0,0.28,1.4364975855261353,0.031744186046511746
2017-03-10,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.36,0.0,0.4,0.0,0.0,0.0,0.26,0.0,0.2,0.27,0.0,-0.3,0.0,0.0,0.0,0.38,-0.6,-0.56,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.24,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.26,0.34,0.0,0.0,-0.64,0.0,-0.72,-0.62,0.0,0.28,0.0,0.0,0.0,0.0,-0.4,-0.21,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.62,0.0,0.0,0.0,0.0,0.38,1.4451833848804794,0.006046511627906925
2017-03-17,0.24,-0.19,0.36,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,-0.04,0.0,0.0,0.26,0.0,0.0,0.0,0.31,0.3,0.12,0.0,0.0,0.0,0.22,0.0,0.0,0.31,0.0,-0.44,-0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,-0.41,-0.42,0.0,0.0,0.0,0.32,0.0,0.0,0.0,-0.37,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.4640043777998533,0.013023255813953583
2017-03-24,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,-0.1,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.39,0.0,0.36,0.12,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.28,1.5195003577024988,0.03790697674418597
2017-03-31,0.0,0.0,0.0,0.25,0.32,0.34,0.18,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.3,0.0,0.0,0.0,-0.61,0.0,0.0,-0.1,0.0,0.0,-0.6,0.0,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.28,-0.62,0.0,0.28,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,1.5562510640283267,0.024186046511627923
2017-04-07,0.3,0.0,0.0,0.27,0.0,0.0,0.2,0.28,-0.12,0.0,0.0,0.32,0.0,0.0,0.0,0.0,-0.66,-0.59,0.0,0.0,0.21,0.28,0.0,0.0,0.0,-0.62,0.0,-0.4,-0.64,0.0,0.0,0.28,0.0,0.33,0.0,0.3,0.32,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.26,-0.5,-0.6,-0.02,0.0,0.0,0.0,0.0,-0.54,0.36,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.34,0.35,0.0,0.0,0.0,1.543041025926691,-0.008488372093023222
2017-04-13,0.3,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-0.64,-0.58,0.36,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.3,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.29,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,1.5229456079146224,-0.013023255813953472
2017-04-21,0.0,0.0,0.0,0.29,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,-0.09,0.0,0.0,0.26,0.32,0.0,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38,0.4,0.02,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.26,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.5689881495492506,0.03023255813953485
2017-04-28,0.08,0.0,0.0,0.0,0.16,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.36,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.26,0.0,0.32,0.36,0.0,0.0,0.36,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.27,0.0,0.0,0.34,0.0,0.0,0.33,0.0,0.36,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.25,0.08,0.0,0.0,1.6353964851813352,0.04232558139534892
2017-05-05,0.0,0.0,0.0,0.0,0.3,0.32,0.0,0.0,0.34,0.0,0.0,0.34,0.26,0.26,0.0,0.0,-0.2,0.0,0.32,0.0,0.0,0.26,0.0,0.0,0.0,-0.62,-0.66,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,0.24,0.0,0.0,0.0,-0.42,0.36,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.28,0.33,0.0,0.31,0.35,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.36,-0.68,0.0,0.0,0.0,0.0,1.6855993540287624,0.030697674418604715
2017-05-12,0.0,0.0,0.0,0.0,-0.16,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.0,0.0,0.28,0.28,0.0,-0.64,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.32,0.29,0.0,0.0,0.0,0.0,0.0,0.34,0.0,-0.1,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.0,-0.24,1.6912833518504875,0.0033720930232559176
2017-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.66,0.0,0.0,0.0,-0.68,0.0,0.27,0.32,0.0,0.0,0.0,0.0,0.0,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.32,0.0,0.27,-0.7,0.0,0.0,0.0,0.0,-0.69,0.0,0.32,0.0,0.0,0.0,0.28,0.0,0.0,-0.71,0.0,0.0,0.0,-0.7,-0.57,-0.68,0.28,0.0,0.0,1.624222000341067,-0.03965116279069769
2017-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.06,-0.12,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.33,0.0,-0.06,-0.6,-0.71,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.19,0.0,0.0,-0.69,-0.72,0.0,0.0,0.0,-0.66,0.28,0.0,0.31,-0.43,0.0,0.0,0.0,0.0,1.5892823410314045,-0.021511627906976694
2017-06-02,0.0,0.0,0.16,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.2,0.08,0.0,-0.06,0.0,0.0,0.0,-0.66,0.32,0.38,-0.35,-0.24,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,-0.08,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.26,-0.6,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.3,-0.66,0.0,-0.06,0.0,0.22,0.0,0.0,0.0,0.28,0.31,0.28,0.0,-0.13,1.5778247241542014,-0.007209302325581368
