,KO,COST,MNST,PM,ORCL,WMT,STX,PYPL,SWKS,TXN,QCOM,V,WDC,FFIV,GLW,HPE,HPQ,IBM,JNPR,INTC,MA,MSFT,MU,NTAP,NVDA,AMAT,AKAM,ACN,AMD,CTSH,CSCO,CRM,NKE,MCD,HD,SBUX,TGT,GM,AMZN,DG,LVS,F,EBAY,DHI,YUM,BBY,CZR,EXPE,CMG,MGM,PHM,WYNN,AAL,AXP,MMM,AMGN,BA,CAT,DAL,CVX,JNJ,GS,FDX,JPM,KSU,MRK,NSC,PG,LUV,UNP,UAL,UPS,UNH,VZ,WBA,DIS,MktVal,PctReturns
2017-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.36,0.0,0.35,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.18,0.36,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.28,-0.66,0.0,0.0,0.0,0.0,0.34,0.0,0.28,0.33,0.0,0.0,0.0,0.0,0.18,0.34,0.0,0.21,0.0,0.32,0.0,0.25,-0.54,0.26,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.32,0.0,-0.6,0.0,1.629929633649526,0.03302325581395338
2017-06-16,0.0,-0.65,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.34,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,-0.56,0.0,0.0,0.3,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.28,0.0,0.36,0.0,0.0,-0.72,0.0,-0.68,0.4,0.0,0.0,0.0,0.0,0.36,0.0,-0.66,0.0,0.4,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.18,1.600742521605104,-0.017906976744186065
2017-06-23,0.36,0.0,-0.58,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.26,0.3,0.34,0.35,0.0,0.0,0.26,0.0,0.0,0.0,-0.11,0.0,0.0,0.17,-0.64,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,-0.1,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,0.0,0.0,0.0,0.0,-0.64,0.22,0.0,-0.68,0.0,0.0,-0.68,0.0,-0.7,0.14,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,-0.23,1.5663079441054593,-0.021511627906976805
2017-06-30,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.33,0.0,0.3,0.0,0.3,0.28,0.0,0.3,0.0,0.34,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.27,0.0,0.27,0.0,0.32,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.32,0.0,1.6497229485706106,0.05325581395348844
2017-07-07,0.0,0.3,0.0,0.0,-0.68,0.0,0.32,-0.7,0.0,0.0,-0.26,0.0,-0.7,0.0,-0.58,0.0,-0.6,0.0,0.2,0.06,0.0,-0.62,-0.4,0.0,-0.65,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.32,0.0,-0.7,0.0,0.34,0.0,0.26,0.0,-0.61,-0.54,0.0,0.27,0.28,0.0,0.0,0.0,-0.74,0.29,0.0,0.38,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.38,0.23,0.38,0.0,0.1,1.5727998203872602,-0.04662790697674413
2017-07-14,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,-0.64,-0.64,0.0,0.0,0.3,0.26,0.0,0.3,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,-0.7,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.23,0.0,0.0,-0.72,0.2,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,-0.52,-0.56,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,1.5581691243836577,-0.009302325581395321
2017-07-21,0.0,0.16,0.0,0.0,0.3,-0.64,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.33,0.0,0.0,0.0,0.0,0.28,0.34,0.3,-0.24,0.0,0.36,0.0,-0.02,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,-0.6,0.0,-0.72,0.0,0.0,0.26,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1.584078215637944,0.0166279069767441
2017-07-28,0.0,0.0,0.0,0.0,0.24,0.0,0.26,0.36,-0.07,0.31,0.38,0.0,0.0,0.3,0.34,0.22,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.13,0.0,0.0,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,-0.64,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.32,0.0,0.0,0.0,0.0,0.0,-0.54,0.32,0.0,0.0,0.18,0.33,0.0,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.6603350041581895,0.048139534883721025
2017-08-04,0.0,0.0,0.0,0.29,-0.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.34,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,-0.48,0.0,0.0,-0.66,0.0,0.0,0.0,0.27,0.29,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.29,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.6802204117661306,0.01197674418604655
2017-08-11,0.22,0.28,0.0,0.3,0.38,0.0,0.0,0.0,0.29,0.36,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.17,0.0,-0.3,-0.22,0.0,-0.6,0.0,0.0,0.0,0.0,0.32,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.32,0.0,0.31,0.0,0.0,0.0,-0.61,-0.62,0.0,0.0,0.33,0.0,0.35,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.3,0.0,0.25,0.3,0.4,0.0,0.0,1.7751724024775655,0.056511627906976836
2017-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.33,0.0,0.0,-0.7,0.34,-0.12,-0.52,0.0,-0.72,0.0,-0.16,0.0,0.0,0.28,0.0,0.0,0.1,0.36,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,-0.64,0.32,0.0,0.0,-0.72,0.0,0.0,0.3,0.0,0.0,-0.52,0.0,0.0,0.0,0.26,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3,0.0,0.34,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.26,1.7689799406084576,-0.0034883720930233286
2017-08-25,0.26,-0.71,0.0,-0.63,0.0,0.34,0.0,-0.62,-0.69,-0.25,0.4,0.0,0.0,0.0,0.2,-0.6,0.36,0.0,0.0,0.0,0.0,0.28,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.36,0.0,0.0,0.0,-0.66,0.0,0.0,0.28,0.3,0.0,0.0,0.0,0.0,-0.62,-0.44,-0.6,0.0,0.0,0.0,-0.73,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.34,0.32,0.16,0.0,0.28,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,1.721464316622347,-0.026860465116279042
2017-09-01,-0.44,0.0,0.34,0.27,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.36,-0.62,-0.65,0.0,0.0,0.3,0.0,-0.64,0.32,-0.63,0.28,0.32,0.4,-0.15,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.24,0.0,0.0,-0.72,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.28,0.32,0.0,0.0,0.0,0.36,0.0,0.0,-0.36,0.0,0.11,0.0,0.0,0.28,0.0,-0.55,0.37,0.0,0.0,0.0,0.0,0.38,0.0,0.34,0.0,0.01,0.0,0.0,0.0,-0.72,0.0,0.0,1.6958425221423863,-0.014883720930232602
2017-09-08,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.24,-0.62,0.0,0.0,0.29,0.0,0.27,-0.38,0.0,0.0,0.0,-0.68,0.0,0.0,0.0,-0.66,0.0,-0.74,-0.66,0.0,0.28,0.0,0.0,0.0,0.18,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,-0.74,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.6071065762163312,-0.05232558139534882
2017-09-15,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,-0.69,0.28,0.0,0.4,0.0,-0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.28,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6310263020018767,0.014883720930232602
2017-09-22,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.3,0.34,0.0,0.0,0.0,0.3,0.0,-0.2,0.29,-0.62,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.29,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,1.6431641721563093,0.007441860465116301
2017-09-29,0.0,-0.61,0.38,0.0,0.0,0.0,0.0,0.0,-0.53,-0.05,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,-0.68,-0.16,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.15,0.36,0.0,0.0,0.0,-0.7,0.3,0.0,0.33,0.0,-0.45,0.0,0.0,-0.61,0.0,0.0,0.26,0.0,0.0,0.33,-0.32,0.0,0.0,-0.66,0.0,0.16,0.0,0.0,0.0,1.5525990770862987,-0.05511627906976746
2017-10-06,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.66,0.0,-0.29,0.0,-0.37,-0.64,0.0,0.0,0.34,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.25,-0.65,-0.44,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.36,0.0,-0.6,0.0,0.0,-0.61,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.3,0.25,-0.5,0.0,-0.55,0.0,0.0,-0.21,1.5040352222332505,-0.03127906976744188
2017-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.3,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.32,0.22,0.0,0.0,0.0,0.27,0.0,0.4,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.3,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.34,0.26,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.38,0.0,-0.72,0.27,0.3,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,1.5661203971045068,0.04127906976744189
2017-10-20,0.0,0.36,0.38,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.35,0.0,0.0,-0.28,0.0,-0.66,0.28,0.0,0.0,-0.06,-0.66,0.0,0.0,0.0,-0.0,0.0,0.4,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.36,0.0,0.0,0.2,0.0,0.36,0.0,0.0,0.0,0.0,1.5990817682528693,0.02104651162790705
2017-10-27,0.0,-0.12,0.0,0.0,0.0,0.0,0.34,-0.64,0.0,0.33,0.0,0.0,0.0,0.0,0.36,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.38,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,-0.63,0.34,0.28,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,1.6070771770941334,0.004999999999999893
2017-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.4,0.0,0.34,0.0,0.0,0.05,0.28,0.0,0.31,0.0,0.3,0.0,0.0,0.3,-0.1,0.32,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.24,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.02,0.0,0.08,-0.66,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.36,0.0,0.0,-0.64,0.0,0.0,0.0,0.22,0.0,-0.62,0.0,0.0,1.6422086316631679,0.021860465116279038
2017-11-10,0.0,0.0,0.0,0.0,0.0,-0.63,-0.5,0.0,0.0,0.26,0.0,0.07,0.0,0.0,0.0,0.28,-0.14,0.28,-0.68,0.28,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.38,0.0,0.0,0.38,-0.68,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.32,0.28,0.0,0.0,0.26,0.36,0.0,0.37,0.0,0.33,0.0,0.18,0.38,0.29,1.7054145685329942,0.03848837209302314
2017-11-17,0.0,0.0,0.0,0.35,0.34,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.36,0.24,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.2,-0.1,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.38,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.4,-0.55,0.0,0.0,0.0,-0.66,0.2,0.0,1.736944907648895,0.018488372093023342
2017-11-24,0.0,0.0,-0.13,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.6,0.0,-0.72,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,-0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,-0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,-0.75,0.0,0.0,-0.68,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,-0.71,1.6242454589898156,-0.06488372093023242
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.15,0.27,0.0,0.0,0.0,0.33,0.32,0.0,0.0,0.0,0.0,-0.64,0.0,0.3,0.36,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6306668945253568,0.003953488372093084
2017-12-08,0.0,0.3,0.36,-0.68,0.0,0.0,0.0,0.0,0.0,-0.63,0.3,0.25,0.28,0.0,0.0,0.28,0.0,0.0,0.36,0.0,0.0,-0.68,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.27,0.0,0.0,0.0,0.34,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.34,0.0,0.0,0.0,0.0,0.38,0.0,0.0,-0.7,0.0,0.0,1.7010131059054623,0.04313953488372091
2017-12-15,0.24,-0.64,0.38,-0.67,0.28,0.0,0.36,0.0,0.0,-0.69,0.4,0.32,0.34,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.32,0.0,-0.06,0.26,0.0,0.0,0.0,0.26,0.0,0.0,-0.62,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.14,0.0,0.18,-0.22,0.0,0.0,0.12,0.0,0.0,-0.72,0.26,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,-0.74,0.0,0.0,0.21,0.0,0.0,0.0,0.26,0.3,0.26,0.0,-0.72,0.25,0.37,0.0,0.0,0.0,1.7194077825158351,0.010813953488371997
2017-12-22,0.0,0.0,0.28,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.3,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.29,0.0,0.0,0.0,0.3,0.3,0.26,0.0,0.0,0.3,0.0,0.0,0.33,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,0.26,0.0,0.32,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.804978309366623,0.049767441860465
2017-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,-0.65,-0.58,-0.75,0.0,-0.64,0.0,0.0,-0.42,-0.7,0.0,-0.66,-0.68,0.0,0.0,0.0,-0.74,0.0,0.34,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.3,0.0,-0.2,0.0,0.0,-0.38,-0.72,0.0,0.0,0.38,0.0,1.6370733503557742,-0.09302325581395354
2018-01-05,0.0,-0.28,0.0,0.0,0.0,0.31,-0.66,0.0,0.0,0.0,0.26,0.0,0.0,-0.73,0.0,0.0,-0.51,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.34,0.3,0.0,0.4,0.0,0.0,0.09,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,-0.72,0.34,0.0,-0.7,0.0,-0.67,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.26,0.36,0.0,0.0,1.6009054507548908,-0.02209302325581397
2018-01-12,0.0,0.0,-0.68,-0.69,0.0,0.0,0.3,0.0,0.0,-0.7,0.0,-0.54,0.2,0.0,0.0,0.0,-0.28,0.0,0.0,-0.62,0.0,0.28,0.26,0.0,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.72,0.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,-0.68,0.36,0.3,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,1.4869805512360543,-0.0711627906976744
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.29,0.0,0.36,0.0,-0.2,0.0,0.34,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-0.66,0.3,0.0,0.0,0.32,0.0,0.0,0.0,0.4,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.7,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.5201782565659756,0.022325581395348904
2018-01-26,-0.7,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,-0.69,0.0,0.26,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,-0.6,-0.6,0.0,0.0,-0.69,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,-0.69,-0.7,-0.58,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.65,-0.75,0.0,-0.62,0.0,0.0,0.0,-0.03,-0.68,-0.5,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,1.3388174552593834,-0.11930232558139542
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,-0.7,0.0,-0.65,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,0.0,0.0,-0.59,0.0,0.0,-0.63,0.28,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,-0.65,0.0,0.0,-0.67,-0.6,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,-0.64,-0.67,0.0,0.0,0.0,-0.65,0.0,0.0,0.0,0.0,1.199954063388294,-0.10372093023255813
2018-02-09,0.0,-0.74,0.0,0.0,0.0,-0.64,0.0,0.0,0.27,-0.6,0.4,0.0,0.0,0.0,0.0,0.0,-0.12,-0.67,0.0,0.12,-0.62,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.38,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.3,-0.38,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.0,-0.64,0.0,-0.74,0.0,-0.39,0.0,0.0,0.0,-0.73,0.0,-0.56,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,-0.63,1.0904233727185486,-0.09127906976744171
2018-02-16,-0.64,0.0,0.0,0.21,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,0.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,-0.64,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.36,0.0,0.0,0.0,0.0,0.4,0.0,0.34,0.3,0.0,0.31,0.0,0.0,0.0,0.0,0.28,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.47,0.0,0.0,0.0,0.25,0.0,0.4,0.0,0.36,0.34,0.0,0.0,0.0,0.36,1.1327723734729664,0.03883720930232548
2018-02-23,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.32,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.69,0.0,0.2,0.38,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,0.0,0.0,-0.65,-0.66,0.0,0.29,0.0,0.0,0.0,0.0,0.39,0.0,0.34,0.0,0.0,1.1443635326433874,0.01023255813953483
2018-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,-0.39,-0.33,0.0,0.0,-0.66,-0.62,-0.64,0.0,0.0,0.0,-0.6,-0.19,0.0,0.0,0.28,-0.74,0.36,0.0,0.36,-0.5,0.0,0.38,-0.69,0.0,-0.66,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,-0.56,-0.69,0.0,0.0,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.0786291622799185,-0.057441860465116235
2018-03-09,0.0,0.0,0.0,-0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.3,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.34,0.0,0.34,0.0,0.3,0.0,0.0,0.0,0.0,0.36,0.0,0.38,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,-0.66,0.0,0.39,0.0,0.34,0.0,0.0,0.0,-0.11,0.36,0.0,0.0,0.28,0.0,0.38,0.27,0.0,0.0,0.02,0.0,0.0,-0.64,0.0,0.0,0.31,0.0,0.0,0.34,0.0,0.0,0.36,1.1144998530255066,0.03325581395348842
