,NFLX,NVDA,FB,WMT,AMZN,GOOG,DIS,HD,AMD,CRM,TWTR,MCD,MktVal,PctReturns
2018-08-24,0.0,0.0,0.328,0.0,0.0,0.3,0.0,0.0,0.11,0.0,0.0,0.0,0.39334553808791084,0.06150000000000011
2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,-0.68,0.0,-0.7,0.0,0.35958337940203183,-0.08583333333333332
2018-09-07,0.128,0.264,0.324,0.0,0.0,0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.3624600464372481,0.008000000000000007
2018-09-14,0.0,0.0,0.0,0.26,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.3757502481399472,0.036666666666666625
2018-09-21,0.0,-0.724,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36097073837977595,-0.03933333333333322
2018-09-28,0.0,-0.58,0.0,0.32,0.0,0.0,0.0,-0.712,0.0,0.0,0.0,0.0,0.3317321085710141,-0.08099999999999996
2018-10-05,0.0,-0.68,0.312,0.26,0.0,-0.66,0.0,0.104,0.0,0.0,0.0,0.0,0.31337626523008466,-0.055333333333333345
2018-10-12,0.0,0.0,0.276,0.38,0.0,0.272,-0.63,-0.688,0.0,-0.032,0.0,0.072,0.30423612416087387,-0.029166666666666674
2018-10-19,0.0,-0.604,-0.124,0.0,0.0,0.0,-0.72,-0.664,0.0,0.0,0.0,0.0,0.25069056630856007,-0.17599999999999993
2018-10-26,0.0,0.0,0.0,0.0,0.264,0.0,0.0,-0.396,0.0,0.0,0.0,0.3,0.25420023423687993,0.014000000000000012
2018-11-02,0.0,0.0,0.0,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,-0.62,0.248438362260844,-0.022666666666666613
2018-11-09,0.308,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.3,0.0,0.0,0.0,0.2680649928794507,0.07899999999999996
2018-11-16,0.0,-0.614,-0.62,0.0,-0.736,-0.652,0.0,0.0,0.0,0.0,0.0,-0.668,0.19457050733166795,-0.27416666666666667
2018-11-23,0.0,-0.652,-0.65,-0.54,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15302970401635685,-0.2134999999999999
2018-11-30,0.0,0.0,0.27,0.0,0.0,0.044,0.0,-0.048,0.0,0.0,0.0,0.0,0.15642186245538608,0.022166666666666668
2018-12-07,0.388,0.296,0.27,0.0,0.0,0.396,0.3,0.0,0.0,0.0,0.0,0.256,0.18126686827538324,0.15883333333333338
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.17129719052023715,-0.05500000000000005
2018-12-21,0.0,0.0,0.0,-0.1,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.17124009145673041,-0.0003333333333332966
2018-12-28,-0.608,0.32,0.36,0.38,0.0,0.0,0.35,0.392,0.0,0.0,0.0,0.344,0.19318736317843468,0.12816666666666654
2019-01-04,0.0,0.0,-0.32,0.0,0.0,0.268,-0.22,-0.392,0.0,-0.6,0.0,0.0,0.17283829425697292,-0.10533333333333328
2019-01-11,0.0,0.0,0.0,0.0,0.312,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.16840211137104397,-0.025666666666666504
2019-01-18,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.1776642274964514,0.05499999999999994
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.652,0.0,0.0,0.16801113780247753,-0.054333333333333345
2019-02-01,0.396,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.236,0.18498026272052775,0.10099999999999998
2019-02-08,0.0,0.0,0.0,-0.7,0.268,0.0,0.0,-0.704,0.0,0.0,0.34,-0.504,0.16494073425913724,-0.10833333333333339
2019-02-15,0.0,0.0,0.332,0.0,0.26,0.364,-0.66,0.392,0.0,0.0,0.0,0.0,0.1743973363566611,0.057333333333333236
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0.0,0.0,0.1792223293291954,0.027666666666666728
2019-03-01,0.0,0.0,0.0,0.29,0.0,0.0,0.0,-0.312,0.0,0.0,0.0,0.0,0.17889375505875854,-0.0018333333333333535
2019-03-08,0.28,0.0,0.0,0.0,0.0,-0.68,0.31,0.0,0.0,0.0,0.0,-0.656,0.1677725266192724,-0.0621666666666667
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.17157537055597588,0.022666666666666613
2019-03-22,0.308,0.0,0.256,0.0,0.0,0.0,0.35,0.0,0.36,0.288,0.0,0.264,0.19768342277557685,0.15216666666666656
2019-03-29,0.316,0.0,0.0,0.0,0.0,-0.672,0.0,0.0,-0.64,0.32,-0.6,0.0,0.17666308548710719,-0.10633333333333328
2019-04-05,0.0,0.308,0.0,-0.69,0.0,0.0,-0.64,0.0,0.0,0.336,0.32,0.0,0.17127486137975043,-0.03049999999999997
2019-04-12,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17527127481194463,0.023333333333333428
2019-04-18,0.0,-0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.17094791669991666,-0.024666666666666726
2019-04-26,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,-0.1,0.0,0.17858359031251292,0.04466666666666663
2019-05-03,-0.692,-0.7,0.0,0.37,-0.652,0.0,0.0,-0.696,0.0,0.0,-0.7,0.256,0.13670573838422864,-0.23449999999999993
2019-05-10,0.0,0.0,0.272,0.0,0.324,0.328,0.0,0.368,0.0,0.0,0.38,0.332,0.15953559669439482,0.16700000000000004
2019-05-17,0.0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.256,0.1622742911043153,0.017166666666666774
2019-05-24,0.0,-0.076,0.0,0.0,0.0,-0.052,0.0,0.152,0.0,0.0,0.28,0.0,0.1663852398122913,0.02533333333333343
2019-05-31,0.0,0.0,0.38,-0.68,0.0,0.0,-0.65,0.0,0.0,0.0,0.24,0.0,0.15654077979006406,-0.0591666666666667
2019-06-07,0.0,0.0,-0.268,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.15685386134964419,0.0020000000000000018
2019-06-14,0.0,0.0,-0.728,0.0,0.0,-0.64,0.0,0.0,0.3,0.0,0.0,0.0,0.14289386768952586,-0.08899999999999997
2019-06-21,0.0,0.0,0.0,0.25,0.0,-0.696,0.0,0.0,0.0,-0.352,0.0,0.26,0.13648745928811212,-0.04483333333333328
2019-06-28,0.104,0.308,0.0,0.25,0.0,0.0,0.0,0.308,0.0,0.0,-0.16,0.0,0.14570036279005968,0.0674999999999999
2019-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,0.0,0.14035801615442417,-0.036666666666666625
2019-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.14433482661213284,0.02833333333333332
2019-07-19,0.0,0.26,0.0,0.0,0.298,0.0,-0.65,0.0,0.0,0.276,0.0,0.38,0.1511185634629031,0.04699999999999993
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.155400256094352,0.02833333333333332
2019-08-02,0.0,0.352,0.308,-0.09,0.0,0.26,0.33,0.0,0.0,0.0,0.0,0.0,0.17042228085013938,0.09666666666666668
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,-0.62,0.4,0.34,0.0,0.16814998377213752,-0.013333333333333308
2019-08-16,0.0,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.17605303300942798,0.04699999999999993
2019-08-23,0.0,0.26,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.276,0.1935409676216978,0.09933333333333327
2019-08-30,0.316,0.0,0.276,0.4,-0.684,0.0,0.25,0.0,0.0,0.0,-0.7,0.0,0.19125073283817437,-0.011833333333333473
2019-09-06,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19558574944917298,0.022666666666666613
2019-09-13,-0.644,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19144585108583215,-0.021166666666666667
2019-09-20,0.356,0.0,-0.716,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.1908076982488794,-0.0033333333333332993
2019-09-27,0.0,-0.44,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.26,0.0,0.4,0.19844000617883456,0.040000000000000036
2019-10-04,-0.58,0.18,0.0,-0.14,0.0,0.0,0.34,-0.7,0.0,0.204,0.0,0.264,0.1912961659563965,-0.03600000000000003
2019-10-11,0.0,0.0,0.0,0.0,0.0,-0.016,0.34,0.0,0.0,0.0,0.0,0.0,0.1964611624372192,0.026999999999999913
2019-10-18,0.252,0.0,0.26,0.37,0.308,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.220920577160653,0.12450000000000006
2019-10-25,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.23178250553771843,0.04916666666666658
2019-11-01,0.0,0.268,0.0,0.06,0.0,0.0,0.0,0.24,-0.06,0.0,0.36,0.0,0.2485481067716134,0.07233333333333336
2019-11-08,0.368,0.0,0.0,0.0,0.0,0.276,-0.69,-0.332,-0.6,0.292,0.36,0.0,0.2417958832043179,-0.027166666666666672
2019-11-15,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.24614820910199564,0.018000000000000016
2019-11-22,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.332,0.24,0.0,0.26313243553003335,0.06899999999999995
2019-11-29,0.0,0.0,0.0,0.0,0.0,-0.708,0.0,0.0,0.4,0.0,0.0,0.0,0.25637870301809584,-0.025666666666666615
2019-12-06,0.244,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459526357620266,-0.04066666666666663
2019-12-13,-0.652,0.0,-0.604,0.0,0.0,0.308,0.0,0.0,-0.68,0.0,-0.66,0.0,0.1990576665434002,-0.19066666666666665
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1990576665434002,0.0
2019-12-27,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.20774985131579538,0.04366666666666674
2020-01-03,0.3,0.276,0.0,0.0,0.0,0.0,0.0,-0.548,0.26,-0.724,0.0,0.0,0.20020160671798815,-0.03633333333333333
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20020160671798815,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.2042056388523479,0.020000000000000018
2020-01-24,0.0,0.0,0.0,0.0,-0.684,0.112,0.0,0.0,0.0,0.0,0.34,0.344,0.20611155814830318,0.009333333333333416
2020-01-31,0.0,-0.648,0.0,0.31,0.328,0.0,0.0,0.0,0.26,0.272,0.0,0.0,0.21507741092775437,0.043500000000000094
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.0,0.0,-0.392,0.19550536653332873,-0.09099999999999997
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19550536653332873,0.0
2020-02-21,0.0,0.0,0.0,-0.75,0.0,-0.668,0.0,0.0,-0.64,0.0,0.0,0.0,0.16197619617286285,-0.17149999999999999
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16197619617286285,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64,0.15333746571031018,-0.05333333333333323
2020-03-13,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,-0.63,-0.662,0.14048267483492918,-0.08383333333333332
2020-03-20,0.0,0.0,0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14392450036838494,0.024499999999999966
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14392450036838494,0.0
2020-04-03,0.344,0.0,-0.616,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14450019836985847,0.0040000000000000036
2020-04-09,0.0,0.0,0.368,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.14531903282728767,0.005666666666666709
2020-04-17,0.348,0.0,0.0,0.0,0.0,0.317,0.0,0.0,0.39,0.0,0.0,0.0,0.1580949977966867,0.08791666666666664
2020-04-24,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16186292857750775,0.023833333333333373
2020-05-01,0.0,0.0,0.0,0.4,0.0,-0.634,0.0,0.0,0.0,0.0,0.0,0.0,0.15870660147024634,-0.019500000000000073
2020-05-08,0.0,-0.716,0.0,0.0,0.0,0.372,0.0,0.0,0.0,0.264,0.0,0.0,0.1576485574604447,-0.006666666666666599
2020-05-15,0.006,0.0,-0.704,0.0,0.0,0.304,-0.66,0.0,0.0,0.292,0.0,0.0,0.14763787406170648,-0.06349999999999989
2020-05-22,0.342,0.26,0.0,0.0,0.0,0.324,0.0,0.0,0.34,0.0,0.26,0.0,0.1664124903798868,0.12716666666666665
2020-05-29,0.29,0.392,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.32,-0.72,0.0,0.17503820446457763,0.0518333333333334
2020-06-05,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,0.28,0.0,0.18950802936698272,0.08266666666666667
2020-06-12,0.0,0.276,0.14,0.0,0.0,0.0,0.27,0.0,0.35,0.0,0.38,0.392,0.2180605724582748,0.15066666666666673
2020-06-19,0.0,0.0,-0.632,0.33,0.0,0.0,-0.67,0.212,0.0,0.336,-0.18,0.0,0.20708485697787496,-0.05033333333333334
2020-06-26,0.0,0.032,0.0,0.0,0.0,-0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.2038232704804734,-0.015750000000000042
2020-07-02,0.0,0.0,0.0,-0.74,0.0,0.0,-0.68,0.0,-0.54,0.296,0.0,0.384,0.1820821216292229,-0.10666666666666669
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,-0.512,0.34,-0.224,0.1800185242507584,-0.011333333333333195
2020-07-17,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.1887494226769202,0.04849999999999999
2020-07-24,0.252,0.34,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.284,0.0,0.312,0.21259476640843777,0.1263333333333334
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.312,0.0,-0.38,0.0,-0.172,0.0,-0.644,0.19693361861634953,-0.07366666666666666
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.266,0.0,-0.456,0.0,0.0,0.31,0.0,0.19890295480251302,0.010000000000000009
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.35,0.0,0.32,0.0,0.21544505054358867,0.08316666666666661
2020-08-21,0.0,0.0,-0.748,0.0,0.0,0.0,0.0,0.0,0.38,-0.684,0.0,0.0,0.19655770111260074,-0.08766666666666667
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.34,0.256,0.21172540371512308,0.0771666666666666
2020-09-04,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2164539377314275,0.022333333333333316
2020-09-11,0.33,0.254,0.0,0.28,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.23853223938003312,0.10200000000000009
2020-09-18,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.252009310905005,0.056499999999999995
2020-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.24,0.0,0.26355973765481777,0.04583333333333339
2020-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.2703683642109006,0.025833333333333375
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.192,0.2821293880540748,0.043500000000000094
2020-10-16,0.0,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,-0.62,0.28,0.28739580329775083,0.01866666666666661
2020-10-23,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2943891011779961,0.024333333333333318
2020-10-30,0.0,0.0,-0.664,0.0,-0.232,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.28001310007047064,-0.048833333333333284
2020-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,-0.52,0.0,0.0,0.0,0.27403948726896726,-0.021333333333333315
2020-11-13,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0,0.28,0.0,0.0,0.284,0.29319941475385586,0.06991666666666663
2020-11-20,0.0,0.0,0.308,0.0,0.0,0.31,0.0,0.0,0.28,0.0,0.0,0.0,0.3151405042912694,0.07483333333333331
2020-11-27,0.28,0.0,0.0,0.0,0.0,0.0,0.0,-0.684,0.0,0.0,0.3,-0.66,0.2950765588513919,-0.06366666666666665
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,-0.7,0.244,0.291929075556977,-0.010666666666666824
2020-12-11,0.0,0.296,0.0,0.0,0.0,0.0,0.394,0.0,0.0,0.294,0.0,0.0,0.3158672597526491,0.08200000000000007
2020-12-18,0.0,0.284,0.0,0.33,0.0,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.34192630868224266,0.08250000000000002
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.26,0.0,0.3595925012974919,0.05166666666666675
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595925012974919,0.0
